"","WR","type","base","year","value","impacts"
"52","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2001",-1.83460029972441,"Production impacts"
"101","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2001",5.73875569609641,"Production impacts"
"150","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2001",-1.83460029972441,"Production impacts"
"199","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2002",12.6076109450285,"Production impacts"
"248","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2002",-3.69274967528223,"Production impacts"
"297","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2002",12.6076109450285,"Production impacts"
"346","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2002",-3.69274967528223,"Production impacts"
"395","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2003",19.3212468088199,"Production impacts"
"444","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2003",-4.24244434511293,"Production impacts"
"493","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2003",19.3212468088199,"Production impacts"
"542","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2003",-4.24244434511293,"Production impacts"
"591","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2004",27.8411538342273,"Production impacts"
"640","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2004",-4.76135630926742,"Production impacts"
"689","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2004",27.8411538342273,"Production impacts"
"738","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2004",-4.76135630926742,"Production impacts"
"787","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2005",36.1765668974556,"Production impacts"
"836","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2005",-5.2663762770233,"Production impacts"
"885","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2005",36.1765668974556,"Production impacts"
"934","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2005",-5.2663762770233,"Production impacts"
"983","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2006",45.9824106137026,"Production impacts"
"1032","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2006",-5.76673294026123,"Production impacts"
"1081","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2006",45.9824106137026,"Production impacts"
"1130","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2006",-5.76673294026123,"Production impacts"
"1179","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2007",59.178206004689,"Production impacts"
"1228","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2007",-7.64774597156584,"Production impacts"
"1277","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2007",59.178206004689,"Production impacts"
"1326","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2007",-7.64774597156584,"Production impacts"
"1375","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2008",69.1232671832474,"Production impacts"
"1424","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2008",-8.29371768427886,"Production impacts"
"1473","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2008",69.1232671832474,"Production impacts"
"1522","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2008",-8.29371768427886,"Production impacts"
"1571","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2009",61.3355581524377,"Production impacts"
"1620","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2009",-8.88266489371338,"Production impacts"
"1669","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2009",61.3355581524377,"Production impacts"
"1718","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2009",-8.88266489371338,"Production impacts"
"1767","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2010",63.8910120416394,"Production impacts"
"1816","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2010",-9.48049808498524,"Production impacts"
"1865","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2010",63.8910120416394,"Production impacts"
"1914","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2010",-9.48049808498524,"Production impacts"
"1963","Bulgaria","gdp_cap","Biodiversity impacts (bird sp lost)","2011",67.9443107621752,"Production impacts"
"2012","Bulgaria","pop","Biodiversity impacts (bird sp lost)","2011",-10.0590783156095,"Production impacts"
"2061","Bulgaria","gdp_cap","ES impacts (ton Cseq potential lost)","2011",67.9443107621752,"Production impacts"
"2110","Bulgaria","pop","ES impacts (ton Cseq potential lost)","2011",-10.0590783156095,"Production impacts"
"2159","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2001",-8.32288214995787,"Production impacts"
"2208","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2001",-6.31211737820963,"Production impacts"
"2257","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2002",-5.17993848309076,"Production impacts"
"2306","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2002",-10.2298172783354,"Production impacts"
"2355","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2003",-11.05593456067,"Production impacts"
"2404","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2003",-14.6416229301247,"Production impacts"
"2453","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2004",-5.11441995855873,"Production impacts"
"2502","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2004",-18.0488125060205,"Production impacts"
"2551","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2005",-12.4831207560391,"Production impacts"
"2600","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2005",-23.4906720047,"Production impacts"
"2649","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2006",-18.0013162787032,"Production impacts"
"2698","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2006",-29.1501633197944,"Production impacts"
"2747","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2007",-25.6131364476788,"Production impacts"
"2796","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2007",-34.785663042242,"Production impacts"
"2845","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2008",-26.1024954133274,"Production impacts"
"2894","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2008",-38.1545702540699,"Production impacts"
"2943","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2009",-31.2106211635344,"Production impacts"
"2992","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2009",-38.4324380344095,"Production impacts"
"3041","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2010",-23.9055124892969,"Production impacts"
"3090","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2010",-36.6218701787674,"Production impacts"
"3139","Bulgaria","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2011",-20.74248680896,"Production impacts"
"3188","Bulgaria","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2011",-36.4357408044344,"Production impacts"
"32","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2001",0.717218758799498,"Production impacts"
"81","Canada","pop","Biodiversity impacts (bird sp lost)","2001",1.01463452682347,"Production impacts"
"130","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2001",0.717218758799498,"Production impacts"
"179","Canada","pop","ES impacts (ton Cseq potential lost)","2001",1.01463452682347,"Production impacts"
"228","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2002",2.37712213340431,"Production impacts"
"277","Canada","pop","Biodiversity impacts (bird sp lost)","2002",1.92494564457892,"Production impacts"
"326","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2002",2.37712213340431,"Production impacts"
"375","Canada","pop","ES impacts (ton Cseq potential lost)","2002",1.92494564457892,"Production impacts"
"424","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2003",3.05164244497273,"Production impacts"
"473","Canada","pop","Biodiversity impacts (bird sp lost)","2003",2.94543008219125,"Production impacts"
"522","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2003",3.05164244497273,"Production impacts"
"571","Canada","pop","ES impacts (ton Cseq potential lost)","2003",2.94543008219125,"Production impacts"
"620","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2004",5.3692411178377,"Production impacts"
"669","Canada","pop","Biodiversity impacts (bird sp lost)","2004",3.98216427199485,"Production impacts"
"718","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2004",5.3692411178377,"Production impacts"
"767","Canada","pop","ES impacts (ton Cseq potential lost)","2004",3.98216427199485,"Production impacts"
"816","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2005",7.64774427591847,"Production impacts"
"865","Canada","pop","Biodiversity impacts (bird sp lost)","2005",5.01239856092195,"Production impacts"
"914","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2005",7.64774427591847,"Production impacts"
"963","Canada","pop","ES impacts (ton Cseq potential lost)","2005",5.01239856092195,"Production impacts"
"1012","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2006",9.25782991857736,"Production impacts"
"1061","Canada","pop","Biodiversity impacts (bird sp lost)","2006",5.85252699896327,"Production impacts"
"1110","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2006",9.25782991857736,"Production impacts"
"1159","Canada","pop","ES impacts (ton Cseq potential lost)","2006",5.85252699896327,"Production impacts"
"1208","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2007",10.6439870052278,"Production impacts"
"1257","Canada","pop","Biodiversity impacts (bird sp lost)","2007",6.88413601692574,"Production impacts"
"1306","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2007",10.6439870052278,"Production impacts"
"1355","Canada","pop","ES impacts (ton Cseq potential lost)","2007",6.88413601692574,"Production impacts"
"1404","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2008",11.062660507247,"Production impacts"
"1453","Canada","pop","Biodiversity impacts (bird sp lost)","2008",8.04711453150339,"Production impacts"
"1502","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2008",11.062660507247,"Production impacts"
"1551","Canada","pop","ES impacts (ton Cseq potential lost)","2008",8.04711453150339,"Production impacts"
"1600","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2009",6.61585817969307,"Production impacts"
"1649","Canada","pop","Biodiversity impacts (bird sp lost)","2009",9.29118905936684,"Production impacts"
"1698","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2009",6.61585817969307,"Production impacts"
"1747","Canada","pop","ES impacts (ton Cseq potential lost)","2009",9.29118905936684,"Production impacts"
"1796","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2010",8.58209817688867,"Production impacts"
"1845","Canada","pop","Biodiversity impacts (bird sp lost)","2010",10.5154551393091,"Production impacts"
"1894","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2010",8.58209817688867,"Production impacts"
"1943","Canada","pop","ES impacts (ton Cseq potential lost)","2010",10.5154551393091,"Production impacts"
"1992","Canada","gdp_cap","Biodiversity impacts (bird sp lost)","2011",10.6313770602805,"Production impacts"
"2041","Canada","pop","Biodiversity impacts (bird sp lost)","2011",11.6123329119231,"Production impacts"
"2090","Canada","gdp_cap","ES impacts (ton Cseq potential lost)","2011",10.6313770602805,"Production impacts"
"2139","Canada","pop","ES impacts (ton Cseq potential lost)","2011",11.6123329119231,"Production impacts"
"2188","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2001",-5.61130407119415,"Production impacts"
"2237","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2001",-7.11851926650459,"Production impacts"
"2286","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2002",-4.77177934708694,"Production impacts"
"2335","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2002",-5.06204651887398,"Production impacts"
"2384","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2003",-9.47745437409471,"Production impacts"
"2433","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2003",-12.4296789456114,"Production impacts"
"2482","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2004",-7.70405242921463,"Production impacts"
"2531","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2004",-6.44559173837677,"Production impacts"
"2580","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2005",-11.5818826380002,"Production impacts"
"2629","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2005",-10.9058703052271,"Production impacts"
"2678","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2006",-18.2896688868039,"Production impacts"
"2727","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2006",-19.2893767204189,"Production impacts"
"2776","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2007",-24.0125687551953,"Production impacts"
"2825","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2007",-25.9809442027338,"Production impacts"
"2874","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2008",-29.8666377994125,"Production impacts"
"2923","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2008",-35.2571072042086,"Production impacts"
"2972","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2009",-32.6952040064983,"Production impacts"
"3021","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2009",-40.3972338672092,"Production impacts"
"3070","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2010",-31.3923606705837,"Production impacts"
"3119","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2010",-34.9179210662148,"Production impacts"
"3168","Canada","bio_pro_gdp","Biodiversity impacts (bird sp lost)","2011",-31.6148023940952,"Production impacts"
"3217","Canada","cseq_pro_gdp","ES impacts (ton Cseq potential lost)","2011",-35.1175744914602,"Production impacts"
"31","China","gdp_cap","Biodiversity impacts (bird sp lost)","2001",7.54927205776362,"Production impacts"
"80","China","pop","Biodiversity impacts (bird sp lost)","2001",0.72902518126631,"Production impacts"
"129","China","gdp_cap","ES impacts (ton Cseq potential lost)","2001",7.54927205776362,"Production impacts"
"178","China","pop","ES impacts (ton Cseq potential lost)","2001",0.72902518126631,"Production impacts"
"227","China","gdp_cap","Biodiversity impacts (bird sp lost)","2002",16.3464216911382,"Production impacts"
"276","China","pop","Biodiversity impacts (bird sp lost)","2002",1.40617513236104,"Production impacts"
"325","China","gdp_cap","ES impacts (ton Cseq potential lost)","2002",16.3464216911382,"Production impacts"
"374","China","pop","ES impacts (ton Cseq potential lost)","2002",1.40617513236104,"Production impacts"
"423","China","gdp_cap","Biodiversity impacts (bird sp lost)","2003",27.2293801096968,"Production impacts"
"472","China","pop","Biodiversity impacts (bird sp lost)","2003",2.03976572987657,"Production impacts"
"521","China","gdp_cap","ES impacts (ton Cseq potential lost)","2003",27.2293801096968,"Production impacts"
